Testtaker ID,Country,Region,Gender,Age,Year,Highest Level of Education,School/University,First-generation university,Employment Status,Role Applied,Department / Interest,Past Test Taker,Prepared with Online Materials,Desired Office,Ecosystem %,Time Spent on Ecosystem,Redrock %,Time Spent on Redrock,Seawolf %,Time Spent on Seawolf,Total Product Score,Process Score,Resume Score,Total Assessment Score,Status
MCK0634,Vietnam,Asia Pacific,Non-Binary,23,2018,Undergraduate,University of Economics Ho Chi Minh City  ,No,Unemployed,Data Analyst,Analytics,No,Yes,Japan,84,23,44,24,70,17,66,70,79,71.67,Fail
MCK0635,Hungary,Europe,Male,20,2022,Undergraduate,Semmelweis University  ,No,Self Employed,Data Analyst,Analytics,Yes,Yes,Ireland,61,15,56,22,52,18,56.33,70,99,75.11,Pass
MCK0636,Brazil,Central and South America,Male,31,2022,MBA,Universidade de São Paulo,No,Unemployed,Executive Assistant,Global Administration,Yes,No,Saudi Arabia,80,26,31,29,79,17,63.33,99,61,74.44,Fail
MCK0637,Hungary,Europe,Male,28,2023,MBA,University of Veterinary Medicine Budapest  ,No,Employed,Business Presentation Designer,Visual Graphics & Media,Yes,Yes,Ireland,75,18,89,20,67,16,77,71,72,73.33,Fail
MCK0638,Egypt,Middle East,Male,30,2024,Masters,Shorouk Academy  ,Yes,Self Employed,Business Presentation Designer,Visual Graphics & Media,No,No,Ukraine,72,32,70,34,68,35,70,100,82,84,Pass
MCK0639,Thailand,Asia Pacific,Non-Binary,28,2021,MBA,Assumption University  ,No,Self Employed,Executive Assistant,Global Administration,No,Yes,Philippines,79,29,75,15,66,20,73.33,81,68,74.11,Fail
MCK0640,United Kingdom,Europe,Non-Binary,28,2019,MBA,University of Newcastle  ,Yes,Student,Office Services Administrator,Global Administration,No,Yes,Denmark,93,17,35,19,94,28,74,86,88,82.67,Pass
MCK0641,Romania,Europe,Non-Binary,26,2018,Masters,University of Veterinary Medicine Bucharest  ,No,Self Employed,Office Services Administrator,Global Administration,Yes,Yes,Chile,48,18,80,22,42,16,56.67,78,80,71.56,Fail
MCK0642,Chile,Central and South America,Non-Binary,24,2023,Undergraduate,Universidad de Magallanes  ,No,Unemployed,Finance Analyst,Finance,Yes,No,Dominican Republic,100,24,62,20,56,21,72.67,90,64,75.56,Pass
MCK0643,Ireland,Europe,Male,34,2022,Ph.D.,Institute of Technology Carlow  ,Yes,Student,Communications Specialist - Sustainability,Communications,No,No,Mexico,100,31,44,35,67,30,70.33,99,83,84.11,Pass
MCK0644,Guatemala,Central and South America,Non-Binary,28,2020,Post-Ph.D.,Universidad Mariano Gálvez de Guatemala  ,Yes,Employed,Finance Analyst,Finance,No,No,Croatia,100,33,66,35,40,33,68.67,63,87,72.89,Fail
MCK0645,Switzerland,Europe,Non-Binary,30,2022,MBA,Zurich University of the Arts  ,No,Unemployed,Business Presentation Designer,Visual Graphics & Media,Yes,Yes,United Kingdom,71,20,55,18,73,18,66.33,93,65,74.78,Fail
MCK0646,Nigeria,Africa,Non-Binary,18,2019,Undergraduate,Ahmadu Bello University  ,No,Employed,Senior Service Designer,Visual Graphics & Media,No,No,Denmark,74,31,68,33,47,30,63,92,90,81.67,Pass
MCK0647,Finland,Europe,Non-Binary,22,2018,Masters,Lappeenranta-Lahti University of Technology  ,No,Employed,Senior Service Designer,Visual Graphics & Media,Yes,Yes,Switzerland,67,16,65,21,59,20,63.67,64,78,68.56,Fail
MCK0648,Vietnam,Asia Pacific,Male,21,2018,Undergraduate,University of Transport and Communications  ,No,Employed,Director of Public Affairs - US Federal,Communications,Yes,Yes,Greater China,91,15,49,25,72,15,70.67,77,73,73.56,Fail
MCK0649,Greater China,Asia Pacific,Male,29,2018,Law,Zhejiang University  ,Yes,Student,Office Services Administrator,Global Administration,No,Yes,Netherlands,73,28,45,15,71,28,63,88,82,77.67,Pass
MCK0650,Malaysia,Asia Pacific,Female,21,2023,Undergraduate,Multimedia University  ,Yes,Employed,Data Analyst,Analytics,No,Yes,Austria,55,19,53,29,70,30,59.33,63,69,63.78,Fail
MCK0651,Azerbaijan,Asia Pacific,Female,32,2024,MBA,Azerbaijan Architecture and Construction University  ,Yes,Student,Executive Assistant,Global Administration,Yes,Yes,Sweden,54,16,69,25,74,15,65.67,76,73,71.56,Fail
MCK0652,United States,North America,Non-Binary,19,2018,Undergraduate,"University of Washington, Seattle",No,Student,Consultant,Consulting,No,Yes,Peru,83,30,60,20,53,25,65.33,82,73,73.44,Fail
MCK0653,New Zealand,Asia Pacific,Non-Binary,17,2025,High School,Lincoln University  ,Yes,Unemployed,Accountant,Finance,No,Yes,Germany,75,16,69,24,52,25,65.33,71,79,71.78,Fail
MCK0654,Ethiopia,Africa,Non-Binary,22,2024,Masters,Debre Markos University  ,Yes,Employed,Accountant,Finance,No,Yes,Japan,58,15,56,22,64,17,59.33,97,66,74.11,Fail
MCK0655,Austria,Europe,Male,16,2020,Undergraduate,"University of Veterinary Medicine, Vienna  ",No,Student,Senior Service Designer,Visual Graphics & Media,Yes,No,Finland,75,17,56,25,72,23,67.67,99,69,78.56,Pass
MCK0656,Israel,Europe,Female,28,2023,MBA,Weizmann Institute of Science  ,Yes,Unemployed,Data Engineer,Analytics,No,Yes,Egypt,93,22,68,28,71,27,77.33,87,77,80.44,Pass
MCK0657,Azerbaijan,Asia Pacific,Male,16,2020,High School,Khazar University  ,Yes,Self Employed,Finance Analyst,Finance,Yes,Yes,Spain,58,18,49,25,83,18,63.33,99,93,85.11,Pass
MCK0658,Ecuador,Central and South America,Non-Binary,29,2019,Masters,Universidad Técnica de Ambato  ,Yes,Self Employed,Communications Specialist - Sustainability,Communications,No,Yes,Qatar,68,22,45,26,100,17,71,74,72,72.33,Fail
MCK0659,Japan,Asia Pacific,Female,24,2018,Masters,Sophia University  ,Yes,Unemployed,Data Engineer,Analytics,Yes,No,Sri Lanka,98,15,58,21,54,29,70,69,97,78.67,Pass
MCK0660,Germany,Europe,Non-Binary,20,2024,Undergraduate,Universität Hamburg  ,Yes,Self Employed,Business Presentation Designer,Visual Graphics & Media,Yes,Yes,Ethiopia,86,19,53,22,83,15,74,75,99,82.67,Pass
MCK0661,Kenya,Africa,Non-Binary,29,2024,Masters,Dedan Kimathi University of Technology  ,No,Unemployed,Data Analyst,Analytics,No,Yes,Colombia,68,21,85,26,62,16,71.67,85,85,80.56,Pass
MCK0662,Poland,Europe,Non-Binary,33,2018,Post-Ph.D.,University of Silesia in Katowice  ,No,Employed,Communications Specialist - Sustainability,Communications,Yes,No,South Africa,100,16,63,28,91,21,84.67,62,86,77.56,Pass
MCK0663,Argentina,Central and South America,Female,18,2023,Undergraduate,National University of Cuyo  ,No,Self Employed,Office Services Administrator,Global Administration,Yes,No,Azerbaijan,67,19,40,24,35,21,47.33,86,64,65.78,Fail
MCK0664,Norway,Europe,Male,24,2018,Masters,University of Agder  ,No,Self Employed,Communications Specialist - Sustainability,Communications,Yes,No,Mexico,94,21,61,26,51,30,68.67,93,76,79.22,Pass
MCK0665,Egypt,Middle East,Male,19,2025,Undergraduate,Future University in Egypt  ,No,Employed,Senior Service Designer,Visual Graphics & Media,Yes,No,Sweden,95,29,77,25,91,26,87.67,61,62,70.22,Fail
MCK0666,Belgium,Europe,Male,29,2021,Law,University of Antwerp  ,Yes,Employed,Data Engineer,Analytics,Yes,Yes,Germany,55,15,79,21,76,19,70,85,62,72.33,Fail
MCK0667,Chile,Central and South America,Non-Binary,24,2025,Undergraduate,Universidad del Bío-Bío  ,No,Self Employed,Data Engineer,Analytics,No,No,Kazakhstan,96,31,68,34,73,30,79,80,75,78,Pass
MCK0668,United States,North America,Non-Binary,31,2022,MBA,Harvard University  ,Yes,Unemployed,Data Analyst,Analytics,Yes,Yes,Australia,94,18,73,18,86,20,84.33,61,73,72.78,Fail
MCK0669,Pakistan,Middle East,Non-Binary,18,2019,Undergraduate,University of Chakwal  ,Yes,Unemployed,Junior Associate,Consulting,Yes,Yes,Guatemala,68,17,57,19,44,18,56.33,60,98,71.44,Fail
MCK0670,Kenya,Africa,Non-Binary,29,2023,Masters,Pwani University  ,Yes,Self Employed,Data Analyst,Analytics,Yes,No,Norway,67,23,72,24,78,23,72.33,98,63,77.78,Pass
MCK0671,Belgium,Europe,Male,28,2024,MBA,Université de Liège  ,Yes,Self Employed,Junior Associate,Consulting,Yes,Yes,United Kingdom,60,20,79,25,100,16,79.67,87,66,77.56,Pass
MCK0672,Ethiopia,Africa,Female,18,2020,Undergraduate,Debre Berhan University  ,No,Student,Junior Associate,Consulting,No,No,Israel,61,35,57,34,61,34,59.67,69,65,64.56,Fail
MCK0673,Canada,North America,Non-Binary,30,2024,Masters,University of Waterloo  ,Yes,Unemployed,Consultant,Consulting,No,No,Brazil,74,34,64,33,60,34,66,62,71,66.33,Fail
MCK0674,Ecuador,Central and South America,Non-Binary,29,2024,Masters,Universidad Técnica del Norte  ,Yes,Employed,Office Services Administrator,Global Administration,Yes,Yes,Switzerland,71,16,61,24,77,20,69.67,62,99,76.89,Pass
MCK0675,Australia,Asia Pacific,Non-Binary,27,2021,Masters,University of Adelaide  ,No,Employed,Data Engineer,Analytics,Yes,Yes,Canada,97,20,60,21,62,20,73,76,71,73.33,Fail
MCK0676,Ethiopia,Africa,Male,20,2025,Undergraduate,Wollo University  ,No,Unemployed,Finance Analyst,Finance,No,Yes,France,85,17,66,20,67,18,72.67,87,91,83.56,Pass
MCK0677,Poland,Europe,Non-Binary,19,2018,High School,Wrocław University of Science and Technology  ,Yes,Student,Data Engineer,Analytics,No,No,Qatar,82,35,54,33,62,35,66,79,68,71,Fail
MCK0678,United States,North America,Female,24,2021,Masters,University of Wisconsin–Madison,No,Employed,Junior Associate,Consulting,No,No,Hungary,47,30,55,35,44,31,48.67,96,95,79.89,Pass
MCK0679,Poland,Europe,Male,25,2022,Masters,University of Gdańsk  ,No,Self Employed,Senior Service Designer,Visual Graphics & Media,Yes,No,Czech Republic,65,27,69,20,47,19,60.33,98,85,81.11,Pass
MCK0680,Greece,Europe,Male,21,2019,Undergraduate,University of Thessaly  ,No,Unemployed,Director of Public Affairs - US Federal,Communications,Yes,No,Kazakhstan,72,16,61,24,66,30,66.33,93,87,82.11,Pass
MCK0681,Ethiopia,Africa,Male,30,2021,Masters,Hawassa University  ,Yes,Employed,Executive Assistant,Global Administration,Yes,Yes,Peru,68,17,65,22,77,15,70,92,73,78.33,Pass
MCK0682,Chile,Central and South America,Female,23,2022,Masters,Universidad de Playa Ancha  ,No,Employed,Finance Analyst,Finance,Yes,No,Finland,75,22,54,28,83,19,70.67,62,72,68.22,Fail
MCK0683,Israel,Europe,Non-Binary,18,2025,Undergraduate,Interdisciplinary Center Herzliya  ,No,Self Employed,Data Engineer,Analytics,No,Yes,Morocco,55,25,70,21,76,25,67,90,100,85.67,Pass
MCK0684,Netherlands,Europe,Non-Binary,21,2024,Undergraduate,Open University of the Netherlands  ,No,Unemployed,Finance Analyst,Finance,Yes,No,Argentina,78,23,60,27,42,23,60,65,82,69,Fail
MCK0685,Indonesia,Asia Pacific,Female,26,2023,MBA,Universitas Brawijaya  ,No,Self Employed,Junior Associate,Consulting,No,Yes,Uruguay,96,22,73,28,56,24,75,94,81,83.33,Pass
MCK0686,Greater China,Asia Pacific,Female,29,2023,Masters,Nanjing University  ,No,Self Employed,Accountant,Finance,No,Yes,Uruguay,86,27,63,15,61,17,70,91,76,79,Pass
MCK0687,Indonesia,Asia Pacific,Non-Binary,22,2018,Masters,Universitas Sebelas Maret  ,Yes,Unemployed,Office Services Administrator,Global Administration,Yes,No,Spain,93,19,54,27,90,22,79,100,95,91.33,Pass
MCK0688,Bahrain,Middle East,Female,27,2022,Masters,College of Health Sciences  ,Yes,Unemployed,Finance Analyst,Finance,No,Yes,Croatia,83,26,74,18,79,21,78.67,88,77,81.22,Pass
MCK0689,Angola,Africa,Male,24,2024,Masters,11 de Novembro University  ,No,Self Employed,Executive Assistant,Global Administration,Yes,No,Egypt,83,26,63,26,59,20,68.33,89,83,80.11,Pass
MCK0690,Peru,Central and South America,Female,28,2018,MBA,Cayetano Heredia University  ,Yes,Employed,Senior Service Designer,Visual Graphics & Media,No,No,Israel,76,32,74,33,81,33,77,79,100,85.33,Pass
MCK0691,Thailand,Asia Pacific,Male,28,2025,MBA,Siam University  ,Yes,Employed,Office Services Administrator,Global Administration,No,No,Israel,83,34,29,35,67,35,59.67,72,99,76.89,Pass
MCK0692,Egypt,Middle East,Male,34,2025,Ph.D.,Nile University  ,No,Unemployed,Data Analyst,Analytics,No,Yes,Saudi Arabia,70,25,43,19,84,29,65.67,64,82,70.56,Fail
MCK0693,United Arab Emirates,Middle East,Male,22,2021,Undergraduate,Abu Dhabi University,Yes,Unemployed,Business Presentation Designer,Visual Graphics & Media,Yes,No,Finland,45,23,73,22,90,23,69.33,63,69,67.11,Fail
MCK0694,United States,North America,Non-Binary,28,2024,MBA,Massachusetts Institute of Technology  ,No,Student,Business Presentation Designer,Visual Graphics & Media,No,Yes,Peru,72,20,59,30,85,20,72,79,88,79.67,Pass
MCK0695,United Kingdom,Europe,Male,25,2025,Undergraduate,Anwar Gargash Diplomatic Academy,No,Student,Office Services Administrator,Global Administration,Yes,No,Sri Lanka,64,17,70,27,56,21,63.33,84,90,79.11,Pass
MCK0696,India,Asia Pacific,Male,31,2021,MBA,Hamdan Bin Mohammed Smart University,No,Student,Junior Associate,Consulting,Yes,Yes,Norway,57,18,64,24,70,20,63.67,67,87,72.56,Fail
MCK0697,Thailand,Asia Pacific,Female,30,2024,MBA,Sukhothai Thammathirat Open University  ,No,Self Employed,Accountant,Finance,Yes,Yes,Finland,49,18,81,20,64,16,64.67,76,91,77.22,Pass
MCK0698,Poland,Europe,Non-Binary,35,2024,Post-Ph.D.,Nicolaus Copernicus University in Toruń  ,No,Student,Consultant,Consulting,Yes,No,Switzerland,83,17,84,30,74,23,80.33,93,96,89.78,Pass
MCK0699,Israel,Europe,Female,29,2025,MBA,Open University of Israel  ,No,Unemployed,Finance Analyst,Finance,Yes,Yes,Kenya,94,19,47,21,91,17,77.33,64,74,71.78,Fail
MCK0700,Switzerland,Europe,Male,22,2020,Undergraduate,Swiss Business School  ,No,Self Employed,Communications Specialist - Sustainability,Communications,No,No,United Arab Emirates,63,31,51,33,48,30,54,95,67,72,Fail
MCK0701,Greece,Europe,Male,22,2025,Masters,University of Piraeus  ,Yes,Self Employed,Data Engineer,Analytics,No,Yes,Malaysia,79,21,69,18,82,27,76.67,79,80,78.56,Pass
MCK0702,Panama,Central and South America,Non-Binary,24,2022,Undergraduate,Interamerican University of Panama  ,Yes,Employed,Executive Assistant,Global Administration,Yes,No,Panama,54,22,66,22,76,17,65.33,62,66,64.44,Fail
MCK0703,Sri Lanka,Asia Pacific,Female,34,2024,Ph.D.,Open University of Sri Lanka  ,No,Employed,Senior Service Designer,Visual Graphics & Media,No,No,Turkey,84,33,48,33,32,31,54.67,66,90,70.22,Fail
MCK0704,Angola,Africa,Female,24,2023,Masters,Katyavala Bwila University  ,Yes,Unemployed,Communications Specialist - Sustainability,Communications,No,Yes,Greece,86,24,58,26,74,27,72.67,72,85,76.56,Pass
MCK0705,Bahrain,Middle East,Non-Binary,25,2024,Masters,Royal College of Surgeons in Ireland – Bahrain  ,No,Unemployed,Data Engineer,Analytics,No,No,Qatar,74,30,64,33,81,35,73,85,72,76.67,Pass
MCK0706,Pakistan,Asia Pacific,Female,27,2020,Medical Doctor,University of Balochistan  ,Yes,Self Employed,Junior Associate,Consulting,No,Yes,Czech Republic,47,19,77,19,67,17,63.67,65,99,75.89,Pass
MCK0707,Vietnam,Asia Pacific,Female,25,2023,Masters,Foreign Trade University  ,Yes,Self Employed,Business Presentation Designer,Visual Graphics & Media,Yes,Yes,Colombia,99,19,53,25,60,16,70.67,67,66,67.89,Fail
MCK0708,Philippines,Asia Pacific,Male,20,2021,Undergraduate,University of Cebu  ,Yes,Student,Executive Assistant,Global Administration,No,No,Denmark,73,33,67,34,66,30,68.67,87,95,83.56,Pass
MCK0709,Australia,Asia Pacific,Non-Binary,30,2018,MBA,University of Technology Sydney (UTS)  ,Yes,Student,Executive Assistant,Global Administration,Yes,No,Austria,84,28,54,28,71,15,69.67,65,72,68.89,Fail
MCK0710,New Zealand,Asia Pacific,Female,21,2024,Undergraduate,Auckland University of Technology  ,Yes,Employed,Data Engineer,Analytics,Yes,Yes,Kazakhstan,100,20,65,19,77,15,80.67,82,77,79.89,Pass
MCK0711,Greece,Europe,Non-Binary,26,2019,MBA,University of the Aegean  ,No,Student,Business Presentation Designer,Visual Graphics & Media,Yes,Yes,Guatemala,53,18,80,22,86,15,73,91,86,83.33,Pass
MCK0712,France,Europe,Non-Binary,22,2023,Masters,Université Paris 9 Dauphine  ,Yes,Self Employed,Communications Specialist - Sustainability,Communications,Yes,No,United Arab Emirates,64,15,76,21,75,17,71.67,81,73,75.22,Pass
MCK0713,Romania,Europe,Male,28,2021,MBA,University of Fine Arts Bucharest  ,No,Employed,Junior Associate,Consulting,No,No,Colombia,76,31,79,33,62,30,72.33,97,86,85.11,Pass
MCK0714,Morocco,Africa,Male,27,2021,Masters,Chouaib Doukkali University  ,Yes,Employed,Accountant,Finance,No,No,Vietnam,64,32,63,35,78,34,68.33,94,95,85.78,Pass
MCK0715,United States,North America,Male,28,2025,Medical Doctor,Brown University  ,No,Self Employed,Office Services Administrator,Global Administration,No,No,Japan,89,35,58,34,57,34,68,73,70,70.33,Fail
MCK0716,Croatia,Europe,Male,34,2025,Medical Doctor,Veleučilište u Požegi  ,No,Student,Communications Specialist - Sustainability,Communications,No,Yes,Japan,100,15,44,22,71,17,71.67,85,85,80.56,Pass
MCK0717,Pakistan,Middle East,Female,29,2020,MBA,University of Faisalabad  ,Yes,Employed,Consultant,Consulting,Yes,No,Brazil,87,23,77,22,61,15,75,62,92,76.33,Pass
MCK0718,Canada,North America,Non-Binary,32,2023,Post-Ph.D.,Western University  ,Yes,Student,Finance Analyst,Finance,Yes,Yes,Turkey,47,18,51,21,83,15,60.33,69,63,64.11,Fail
MCK0719,United States,North America,Non-Binary,30,2022,Law,University of Wyoming,No,Unemployed,Junior Associate,Consulting,No,No,United Arab Emirates,85,33,70,35,81,30,78.67,72,76,75.56,Pass
MCK0720,Ethiopia,Africa,Non-Binary,25,2022,MBA,Arba Minch University  ,Yes,Employed,Communications Specialist - Sustainability,Communications,Yes,Yes,Netherlands,95,15,48,25,52,15,65,60,62,62.33,Fail
MCK0721,Belgium,Europe,Non-Binary,28,2019,Law,Université Saint-Louis - Bruxelles  ,Yes,Unemployed,Consultant,Consulting,Yes,Yes,Croatia,81,20,44,23,51,16,58.67,80,80,72.89,Fail
MCK0722,Panama,Central and South America,Non-Binary,24,2023,Masters,"University of Costa Rica, Panama Campus  ",No,Self Employed,Director of Public Affairs - US Federal,Communications,No,Yes,South Korea,93,29,64,16,70,17,75.67,63,99,79.22,Pass
MCK0723,Brazil,Central and South America,Non-Binary,23,2020,Undergraduate,Federal University of Rio de Janeiro,Yes,Self Employed,Data Analyst,Analytics,Yes,Yes,Finland,76,19,58,21,88,16,74,76,62,70.67,Fail
MCK0724,Poland,Europe,Non-Binary,24,2024,Masters,Cracow University of Technology  ,Yes,Unemployed,Director of Public Affairs - US Federal,Communications,No,No,United Arab Emirates,52,30,37,35,56,35,48.33,63,60,57.11,Fail
MCK0725,Greater China,Asia Pacific,Male,21,2021,Undergraduate,Beijing Normal University  ,Yes,Student,Data Engineer,Analytics,No,No,Kazakhstan,79,35,87,34,83,35,83,89,75,82.33,Pass
MCK0726,Argentina,Central and South America,Male,25,2024,Masters,National University of the Littoral  ,No,Student,Executive Assistant,Global Administration,No,No,Norway,84,31,59,33,50,34,64.33,61,91,72.11,Fail
MCK0727,United States,North America,Non-Binary,24,2023,MBA,Stanford University  ,Yes,Student,Office Services Administrator,Global Administration,Yes,No,Sri Lanka,83,17,90,26,66,22,79.67,85,69,77.89,Pass
MCK0728,Greece,Europe,Female,23,2018,Masters,University of Ioannina  ,No,Unemployed,Data Engineer,Analytics,Yes,Yes,Kazakhstan,67,19,56,19,79,17,67.33,89,96,84.11,Pass
MCK0729,Saudi Arabia,Middle East,Non-Binary,25,2023,Medical Doctor,University of Dammam  ,No,Employed,Director of Public Affairs - US Federal,Communications,No,No,Thailand,77,34,74,34,69,32,73.33,75,100,82.78,Pass
MCK0730,France,Europe,Male,25,2021,Undergraduate,Université Paris 10 Nanterre  ,No,Unemployed,Office Services Administrator,Global Administration,Yes,Yes,Sri Lanka,71,15,63,20,62,19,65.33,64,89,72.78,Fail
MCK0731,Vietnam,Asia Pacific,Female,23,2021,Masters,Hanoi University  ,No,Unemployed,Director of Public Affairs - US Federal,Communications,No,No,United Arab Emirates,100,30,72,33,54,30,75.33,78,83,78.78,Pass
MCK0732,Luxembourg,Europe,Male,27,2018,MBA,United Business Institutes Luxembourg  ,Yes,Student,Finance Analyst,Finance,Yes,Yes,Ethiopia,64,15,68,19,73,15,68.33,73,64,68.44,Fail
MCK0733,Croatia,Europe,Female,26,2020,Masters,Veleučilište u Karlovcu  ,Yes,Employed,Finance Analyst,Finance,No,Yes,Kazakhstan,80,25,57,19,77,19,71.33,90,90,83.78,Pass
MCK0734,Kenya,Africa,Non-Binary,18,2022,Undergraduate,Chuka University  ,No,Self Employed,Business Presentation Designer,Visual Graphics & Media,No,Yes,Ireland,72,27,68,28,82,24,74,64,64,67.33,Fail
